Fighting -> Rock -> Flying (<- 0.5x | 2x ->)
Ground -> Electric/Fighting -> Fighting/Water (<- 1x | 2x ->)
Ground -> Poison/Psychic -> Fighting/Water (<- 1x | 2x ->)
Ground -> Poison/Fairy -> Fighting/Water (<- 1x | 2x ->)
Ground -> Ghost/Electric -> Fighting/Water (<- 1x | 2x ->)
Ground -> Steel/Psychic -> Fighting/Water (<- 1x | 2x ->)
Ground -> Steel/Fairy -> Fighting/Water (<- 1x | 2x ->)
Ground -> Electric/Psychic -> Fighting/Water (<- 1x | 2x ->)
Ground -> Electric/Dragon -> Fighting/Water (<- 1x | 2x ->)
Ground -> Electric/Fairy -> Fighting/Water (<- 1x | 2x ->)
Ground -> Electric/Fighting -> Ice/Fighting (<- 1x | 2x ->)
Ground -> Electric/Fighting -> Rock/Grass (<- 1x | 2x ->)
Ground -> Electric/Fighting -> Ghost/Water (<- 1x | 2x ->)
Ground -> Electric/Fighting -> Steel/Grass (<- 1x | 2x ->)
Ground -> Electric/Fighting -> Ice/Water (<- 1x | 2x ->)
Ground -> Electric/Fighting -> Dark/Water (<- 1x | 2x ->)
Ground -> Electric/Fighting -> Dragon/Ice (<- 1x | 2x ->)
Ground -> Poison/Psychic -> Ice/Fighting (<- 1x | 2x ->)
Ground -> Poison/Fairy -> Ice/Fighting (<- 1x | 2x ->)
Ground -> Fire/Ground -> Ice/Fighting (<- 1x | 2x ->)
Ground -> Rock/Psychic -> Ice/Fighting (<- 1x | 2x ->)
Ground -> Rock/Fairy -> Ice/Fighting (<- 1x | 2x ->)
Ground -> Steel/Psychic -> Ice/Fighting (<- 1x | 2x ->)
Ground -> Steel/Fairy -> Ice/Fighting (<- 1x | 2x ->)
Ground -> Dragon/Fire -> Ice/Fighting (<- 1x | 2x ->)
Ground -> Electric/Psychic -> Ice/Fighting (<- 1x | 2x ->)
Ground -> Electric/Fairy -> Ice/Fighting (<- 1x | 2x ->)
Ground -> Poison/Ground -> Fire/Grass (<- 1x | 2x ->)
Ground -> Poison/Ground -> Electric/Grass (<- 1x | 2x ->)
Ground -> Ghost/Poison -> Fire/Grass (<- 1x | 2x ->)
Ground -> Ghost/Poison -> Fairy/Water (<- 1x | 2x ->)
Ground -> Ghost/Poison -> Electric/Grass (<- 1x | 2x ->)
Ground -> Ghost/Poison -> Ice/Fairy (<- 1x | 2x ->)
Ground -> Fire/Ground -> Poison/Grass (<- 1x | 2x ->)
Ground -> Fire/Psychic -> Poison/Grass (<- 1x | 2x ->)
Ground -> Dragon/Fire -> Poison/Grass (<- 1x | 2x ->)
Ground -> Dark/Fire -> Poison/Grass (<- 1x | 2x ->)
Ground -> Electric/Psychic -> Poison/Grass (<- 1x | 2x ->)
Ground -> Poison/Psychic -> Fire/Grass (<- 1x | 2x ->)
Ground -> Poison/Psychic -> Fairy/Water (<- 1x | 2x ->)
Ground -> Poison/Psychic -> Electric/Grass (<- 1x | 2x ->)
Ground -> Poison/Psychic -> Ice/Fairy (<- 1x | 2x ->)
Ground -> Poison/Dragon -> Fairy/Water (<- 1x | 2x ->)
Ground -> Dark/Poison -> Ghost/Water (<- 1x | 2x ->)
Ground -> Dark/Poison -> Ghost/Ice (<- 1x | 2x ->)
Ground -> Dark/Poison -> Fire/Grass (<- 1x | 2x ->)
Ground -> Dark/Poison -> Psychic/Water (<- 1x | 2x ->)
Ground -> Dark/Poison -> Fairy/Water (<- 1x | 2x ->)
Ground -> Dark/Poison -> Electric/Grass (<- 1x | 2x ->)
Ground -> Dark/Poison -> Ice/Psychic (<- 1x | 2x ->)
Ground -> Dark/Poison -> Ice/Fairy (<- 1x | 2x ->)
Ground -> Poison/Fairy -> Fire/Grass (<- 1x | 2x ->)
Ground -> Poison/Fairy -> Dragon/Water (<- 1x | 2x ->)
Ground -> Poison/Fairy -> Dark/Water (<- 1x | 2x ->)
Ground -> Poison/Fairy -> Fairy/Water (<- 1x | 2x ->)
Ground -> Poison/Fairy -> Electric/Grass (<- 1x | 2x ->)
Ground -> Poison/Fairy -> Dragon/Ice (<- 1x | 2x ->)
Ground -> Poison/Fairy -> Dark/Ice (<- 1x | 2x ->)
Ground -> Poison/Fairy -> Ice/Fairy (<- 1x | 2x ->)
Ground -> Steel/Ground -> Rock/Grass (<- 1x | 2x ->)
Ground -> Steel/Ground -> Ghost/Ice (<- 1x | 2x ->)
Ground -> Steel/Ground -> Ice/Psychic (<- 1x | 2x ->)
Ground -> Steel/Ground -> Dragon/Ice (<- 1x | 2x ->)
Ground -> Steel/Ground -> Dark/Ice (<- 1x | 2x ->)
Ground -> Fire/Ground -> Ghost/Ice (<- 1x | 2x ->)
Ground -> Fire/Ground -> Electric/Grass (<- 1x | 2x ->)
Ground -> Fire/Ground -> Ice/Psychic (<- 1x | 2x ->)
Ground -> Fire/Ground -> Dark/Ice (<- 1x | 2x ->)
Ground -> Fire/Ground -> Ice/Fairy (<- 1x | 2x ->)
Ground -> Ghost/Rock -> Ice/Psychic (<- 1x | 2x ->)
Ground -> Ghost/Rock -> Dragon/Ice (<- 1x | 2x ->)
Ground -> Ghost/Rock -> Ice/Fairy (<- 1x | 2x ->)
Ground -> Rock/Water -> Electric/Ice (<- 2x | 2x ->)
Ground -> Rock/Psychic -> Ice/Psychic (<- 1x | 2x ->)
Ground -> Rock/Psychic -> Dragon/Ice (<- 1x | 2x ->)
Ground -> Rock/Psychic -> Ice/Fairy (<- 1x | 2x ->)
Ground -> Rock/Ice -> Rock/Ice (<- 2x | 2x ->)
Ground -> Rock/Ice -> Fire/Water (<- 2x | 2x ->)
Ground -> Rock/Dragon -> Fire/Grass (<- 1x | 2x ->)
Ground -> Dark/Rock -> Ghost/Ice (<- 1x | 2x ->)
Ground -> Dark/Rock -> Ice/Psychic (<- 1x | 2x ->)
Ground -> Dark/Rock -> Dragon/Ice (<- 1x | 2x ->)
Ground -> Dark/Rock -> Dark/Ice (<- 1x | 2x ->)
Ground -> Rock/Fairy -> Ghost/Ice (<- 1x | 2x ->)
Ground -> Rock/Fairy -> Ice/Psychic (<- 1x | 2x ->)
Ground -> Rock/Fairy -> Dragon/Ice (<- 1x | 2x ->)
Ground -> Rock/Fairy -> Dark/Ice (<- 1x | 2x ->)
Ground -> Rock/Fairy -> Ice/Fairy (<- 1x | 2x ->)
Ground -> Ghost/Steel -> Psychic/Water (<- 1x | 2x ->)
Ground -> Ghost/Fire -> Electric/Grass (<- 1x | 2x ->)
Ground -> Ghost/Fire -> Ice/Psychic (<- 1x | 2x ->)
Ground -> Dark/Steel -> Ghost/Water (<- 1x | 2x ->)
Ground -> Electric/Dragon -> Ghost/Water (<- 1x | 2x ->)
Ground -> Electric/Dark -> Ghost/Water (<- 1x | 2x ->)
Ground -> Electric/Fairy -> Ghost/Water (<- 1x | 2x ->)
Ground -> Ghost/Electric -> Psychic/Water (<- 1x | 2x ->)
Ground -> Ghost/Electric -> Ice/Water (<- 1x | 2x ->)
Ground -> Ghost/Electric -> Fairy/Water (<- 1x | 2x ->)
Ground -> Ghost/Electric -> Ice/Psychic (<- 1x | 2x ->)
Ground -> Dragon/Steel -> Ghost/Ice (<- 1x | 2x ->)
Ground -> Steel/Fairy -> Ghost/Ice (<- 1x | 2x ->)
Ground -> Dragon/Fire -> Ghost/Ice (<- 1x | 2x ->)
Ground -> Fire/Fairy -> Ghost/Ice (<- 1x | 2x ->)
Ground -> Electric/Dark -> Ghost/Ice (<- 1x | 2x ->)
Ground -> Dragon/Steel -> Dragon/Water (<- 1x | 2x ->)
Ground -> Dragon/Steel -> Ice/Psychic (<- 1x | 2x ->)
Ground -> Dragon/Steel -> Dragon/Ice (<- 1x | 2x ->)
Ground -> Dragon/Steel -> Dark/Ice (<- 1x | 2x ->)
Ground -> Dark/Steel -> Psychic/Water (<- 1x | 2x ->)
Ground -> Steel/Fairy -> Dragon/Water (<- 1x | 2x ->)
Ground -> Steel/Fairy -> Dark/Water (<- 1x | 2x ->)
Ground -> Fire/Water -> Electric/Ice (<- 2x | 2x ->)
Ground -> Fire/Psychic -> Electric/Grass (<- 1x | 2x ->)
Ground -> Dragon/Fire -> Ice/Psychic (<- 1x | 2x ->)
Ground -> Dragon/Fire -> Dark/Ice (<- 1x | 2x ->)
Ground -> Dragon/Fire -> Ice/Fairy (<- 1x | 2x ->)
Ground -> Dark/Fire -> Electric/Grass (<- 1x | 2x ->)
Ground -> Dark/Fire -> Ice/Fairy (<- 1x | 2x ->)
Ground -> Fire/Fairy -> Electric/Grass (<- 1x | 2x ->)
Ground -> Fire/Fairy -> Ice/Psychic (<- 1x | 2x ->)
Ground -> Electric/Psychic -> Psychic/Water (<- 1x | 2x ->)
Ground -> Electric/Dragon -> Psychic/Water (<- 1x | 2x ->)
Ground -> Electric/Dark -> Psychic/Water (<- 1x | 2x ->)
Ground -> Electric/Fairy -> Psychic/Water (<- 1x | 2x ->)
Ground -> Electric/Psychic -> Ice/Water (<- 1x | 2x ->)
Ground -> Electric/Dark -> Ice/Water (<- 1x | 2x ->)
Ground -> Electric/Fairy -> Ice/Water (<- 1x | 2x ->)
Ground -> Electric/Fairy -> Dragon/Water (<- 1x | 2x ->)
Ground -> Electric/Dragon -> Dark/Water (<- 1x | 2x ->)
Ground -> Electric/Dark -> Dark/Water (<- 1x | 2x ->)
Ground -> Electric/Fairy -> Dark/Water (<- 1x | 2x ->)
Ground -> Electric/Psychic -> Fairy/Water (<- 1x | 2x ->)
Ground -> Electric/Fairy -> Fairy/Water (<- 1x | 2x ->)
Ground -> Electric/Dark -> Ice/Psychic (<- 1x | 2x ->)
Ground -> Electric/Fairy -> Dragon/Ice (<- 1x | 2x ->)
Ground -> Electric/Fairy -> Dark/Ice (<- 1x | 2x ->)
Rock -> Bug -> Normal/Grass (<- 1x | 2x ->)
Rock -> Bug -> Water/Grass (<- 1x | 2x ->)
Rock -> Bug -> Psychic/Water (<- 1x | 2x ->)
Rock -> Bug -> Dark/Water (<- 1x | 2x ->)
Rock -> Bug -> Electric/Grass (<- 1x | 2x ->)
Rock -> Bug -> Dragon/Grass (<- 1x | 2x ->)
Rock -> Fire -> Steel (<- 0.5x | 2x ->)
Rock -> Fire/Normal -> Steel (<- 0.5x | 2x ->)
Rock -> Poison/Fire -> Steel (<- 0.5x | 2x ->)
Rock -> Fire -> Steel/Fairy (<- 0.5x | 2x ->)
Rock -> Electric/Flying -> Water (<- 1x | 2x ->)
Rock -> Bug/Electric -> Water (<- 1x | 2x ->)
Rock -> Electric/Ice -> Water (<- 1x | 2x ->)
Rock -> Ice -> Grass (<- 1x | 2x ->)
Rock -> Ice/Normal -> Grass (<- 1x | 2x ->)
Rock -> Flying/Rock -> Grass (<- 1x | 2x ->)
Rock -> Bug/Rock -> Grass (<- 1x | 2x ->)
Rock -> Rock/Fire -> Grass (<- 1x | 2x ->)
Rock -> Ghost/Ice -> Grass (<- 1x | 2x ->)
Rock -> Electric/Ice -> Grass (<- 1x | 2x ->)
Rock -> Ice/Psychic -> Grass (<- 1x | 2x ->)
Rock -> Dark/Ice -> Grass (<- 1x | 2x ->)
Rock -> Ice/Fairy -> Grass (<- 1x | 2x ->)
Rock -> Ice -> Normal/Grass (<- 1x | 2x ->)
Rock -> Ice -> Poison/Grass (<- 1x | 2x ->)
Rock -> Ice -> Bug/Ground (<- 1x | 2x ->)
Rock -> Ice -> Ghost/Grass (<- 1x | 2x ->)
Rock -> Ice -> Electric/Grass (<- 1x | 2x ->)
Rock -> Ice -> Psychic/Grass (<- 1x | 2x ->)
Rock -> Ice -> Dark/Grass (<- 1x | 2x ->)
Rock -> Ice -> Fairy/Grass (<- 1x | 2x ->)
Rock -> Flying/Normal -> Ground/Grass (<- 0.5x | 2x ->)
Rock -> Bug/Normal -> Normal/Grass (<- 1x | 2x ->)
Rock -> Bug/Normal -> Water/Grass (<- 1x | 2x ->)
Rock -> Bug/Normal -> Psychic/Water (<- 1x | 2x ->)
Rock -> Bug/Normal -> Dark/Water (<- 1x | 2x ->)
Rock -> Bug/Normal -> Electric/Grass (<- 1x | 2x ->)
Rock -> Bug/Normal -> Dragon/Grass (<- 1x | 2x ->)
Rock -> Fire/Normal -> Ghost/Steel (<- 0.5x | 2x ->)
Rock -> Fire/Normal -> Steel/Fairy (<- 0.5x | 2x ->)
Rock -> Electric/Flying -> Water/Normal (<- 1x | 2x ->)
Rock -> Bug/Electric -> Water/Normal (<- 1x | 2x ->)
Rock -> Electric/Ice -> Water/Normal (<- 1x | 2x ->)
Rock -> Ice/Normal -> Normal/Grass (<- 1x | 2x ->)
Rock -> Flying/Rock -> Normal/Grass (<- 1x | 2x ->)
Rock -> Electric/Flying -> Normal/Grass (<- 1x | 2x ->)
Rock -> Flying/Psychic -> Normal/Grass (<- 1x | 2x ->)
Rock -> Flying/Dragon -> Normal/Grass (<- 1x | 2x ->)
Rock -> Dark/Flying -> Normal/Grass (<- 1x | 2x ->)
Rock -> Flying/Fairy -> Normal/Grass (<- 1x | 2x ->)
Rock -> Bug/Poison -> Normal/Grass (<- 1x | 2x ->)
Rock -> Poison/Ice -> Normal/Grass (<- 1x | 2x ->)
Rock -> Bug/Rock -> Normal/Grass (<- 1x | 2x ->)
Rock -> Rock/Fire -> Normal/Grass (<- 1x | 2x ->)
Rock -> Bug/Electric -> Normal/Grass (<- 1x | 2x ->)
Rock -> Bug/Psychic -> Normal/Grass (<- 1x | 2x ->)
Rock -> Bug/Dragon -> Normal/Grass (<- 1x | 2x ->)
Rock -> Bug/Dark -> Normal/Grass (<- 1x | 2x ->)
Rock -> Bug/Fairy -> Normal/Grass (<- 1x | 2x ->)
Rock -> Ghost/Ice -> Normal/Grass (<- 1x | 2x ->)
Rock -> Electric/Fire -> Normal/Grass (<- 1x | 2x ->)
Rock -> Fire/Psychic -> Normal/Grass (<- 1x | 2x ->)
Rock -> Dragon/Fire -> Normal/Grass (<- 1x | 2x ->)
Rock -> Dark/Fire -> Normal/Grass (<- 1x | 2x ->)
Rock -> Fire/Fairy -> Normal/Grass (<- 1x | 2x ->)
Rock -> Electric/Ice -> Normal/Grass (<- 1x | 2x ->)
Rock -> Ice/Psychic -> Normal/Grass (<- 1x | 2x ->)
Rock -> Dragon/Ice -> Normal/Grass (<- 1x | 2x ->)
Rock -> Dark/Ice -> Normal/Grass (<- 1x | 2x ->)
Rock -> Ice/Fairy -> Normal/Grass (<- 1x | 2x ->)
Rock -> Ice/Normal -> Poison/Grass (<- 1x | 2x ->)
Rock -> Ice/Normal -> Bug/Ground (<- 1x | 2x ->)
Rock -> Ice/Normal -> Ghost/Grass (<- 1x | 2x ->)
Rock -> Ice/Normal -> Electric/Grass (<- 1x | 2x ->)
Rock -> Ice/Normal -> Psychic/Grass (<- 1x | 2x ->)
Rock -> Ice/Normal -> Dark/Grass (<- 1x | 2x ->)
Rock -> Ice/Normal -> Fairy/Grass (<- 1x | 2x ->)
Rock -> Flying/Rock -> Flying/Fighting (<- 1x | 2x ->)
Rock -> Ghost/Flying -> Flying/Fighting (<- 1x | 2x ->)
Rock -> Flying/Psychic -> Flying/Fighting (<- 1x | 2x ->)
Rock -> Flying/Dragon -> Flying/Fighting (<- 1x | 2x ->)
Rock -> Dark/Flying -> Flying/Fighting (<- 1x | 2x ->)
Rock -> Flying/Fairy -> Flying/Fighting (<- 1x | 2x ->)
Rock -> Poison/Ice -> Flying/Fighting (<- 1x | 2x ->)
Rock -> Bug/Electric -> Flying/Fighting (<- 1x | 2x ->)
Rock -> Ghost/Ice -> Flying/Fighting (<- 1x | 2x ->)
Rock -> Electric/Fire -> Flying/Fighting (<- 1x | 2x ->)
Rock -> Fire/Psychic -> Flying/Fighting (<- 1x | 2x ->)
Rock -> Fire/Fairy -> Flying/Fighting (<- 1x | 2x ->)
Rock -> Ice/Psychic -> Flying/Fighting (<- 1x | 2x ->)
Rock -> Ice/Fairy -> Flying/Fighting (<- 1x | 2x ->)
Rock -> Poison/Flying -> Poison/Fighting (<- 0.5x | 2x ->)
Rock -> Electric/Fire -> Bug/Fighting (<- 1x | 2x ->)
Rock -> Fire/Psychic -> Bug/Fighting (<- 1x | 2x ->)
Rock -> Dragon/Fire -> Bug/Fighting (<- 1x | 2x ->)
Rock -> Ice/Fairy -> Bug/Fighting (<- 1x | 2x ->)
Rock -> Flying/Rock -> Fighting/Fire (<- 1x | 2x ->)
Rock -> Ghost/Flying -> Fighting/Fire (<- 1x | 2x ->)
Rock -> Electric/Flying -> Fighting/Fire (<- 1x | 2x ->)
Rock -> Flying/Psychic -> Fighting/Fire (<- 1x | 2x ->)
Rock -> Dark/Flying -> Fighting/Fire (<- 1x | 2x ->)
Rock -> Flying/Fairy -> Fighting/Fire (<- 1x | 2x ->)
Rock -> Poison/Fire -> Fighting/Grass (<- 0.5x | 2x ->)
Rock -> Bug/Psychic -> Ice/Fighting (<- 1x | 2x ->)
Rock -> Bug/Fairy -> Ice/Fighting (<- 1x | 2x ->)
Rock -> Electric/Fire -> Ice/Fighting (<- 1x | 2x ->)
Rock -> Dragon/Fire -> Ice/Fighting (<- 1x | 2x ->)
Rock -> Ice/Psychic -> Ice/Fighting (<- 1x | 2x ->)
Rock -> Ice/Fairy -> Ice/Fighting (<- 1x | 2x ->)
Rock -> Poison/Flying -> Fighting/Fairy (<- 0.5x | 2x ->)
Rock -> Poison/Fire -> Fighting/Fairy (<- 0.5x | 2x ->)
Rock -> Flying/Rock -> Poison/Grass (<- 1x | 2x ->)
Rock -> Flying/Rock -> Ghost/Grass (<- 1x | 2x ->)
Rock -> Flying/Rock -> Psychic/Grass (<- 1x | 2x ->)
Rock -> Flying/Rock -> Dragon/Grass (<- 1x | 2x ->)
Rock -> Flying/Rock -> Dark/Grass (<- 1x | 2x ->)
Rock -> Flying/Rock -> Fairy/Grass (<- 1x | 2x ->)
Rock -> Ghost/Flying -> Water/Grass (<- 1x | 2x ->)
Rock -> Ghost/Flying -> Psychic/Water (<- 1x | 2x ->)
Rock -> Ghost/Flying -> Psychic/Grass (<- 1x | 2x ->)
Rock -> Ghost/Flying -> Dragon/Grass (<- 1x | 2x ->)
Rock -> Ghost/Flying -> Fairy/Grass (<- 1x | 2x ->)
Rock -> Rock/Fire -> Flying/Steel (<- 1x | 2x ->)
Rock -> Bug/Electric -> Flying/Steel (<- 1x | 2x ->)
Rock -> Ghost/Fire -> Flying/Steel (<- 1x | 2x ->)
Rock -> Fire/Psychic -> Flying/Steel (<- 1x | 2x ->)
Rock -> Dragon/Fire -> Flying/Steel (<- 1x | 2x ->)
Rock -> Dark/Fire -> Flying/Steel (<- 1x | 2x ->)
Rock -> Fire/Fairy -> Flying/Steel (<- 1x | 2x ->)
Rock -> Electric/Ice -> Flying/Steel (<- 1x | 2x ->)
Rock -> Flying/Grass -> Flying/Grass (<- 2x | 2x ->)
Rock -> Flying/Grass -> Fire/Grass (<- 2x | 2x ->)
Rock -> Electric/Flying -> Poison/Water (<- 1x | 2x ->)
Rock -> Electric/Flying -> Poison/Grass (<- 1x | 2x ->)
Rock -> Electric/Flying -> Ghost/Water (<- 1x | 2x ->)
Rock -> Electric/Flying -> Ghost/Grass (<- 1x | 2x ->)
Rock -> Electric/Flying -> Water/Grass (<- 1x | 2x ->)
Rock -> Electric/Flying -> Psychic/Water (<- 1x | 2x ->)
Rock -> Electric/Flying -> Dark/Water (<- 1x | 2x ->)
Rock -> Electric/Flying -> Fairy/Water (<- 1x | 2x ->)
Rock -> Electric/Flying -> Psychic/Grass (<- 1x | 2x ->)
Rock -> Electric/Flying -> Dragon/Grass (<- 1x | 2x ->)
Rock -> Electric/Flying -> Dark/Grass (<- 1x | 2x ->)
Rock -> Electric/Flying -> Fairy/Grass (<- 1x | 2x ->)
Rock -> Flying/Psychic -> Poison/Water (<- 1x | 2x ->)
Rock -> Flying/Psychic -> Poison/Grass (<- 1x | 2x ->)
Rock -> Flying/Psychic -> Bug/Ground (<- 1x | 2x ->)
Rock -> Flying/Psychic -> Water/Grass (<- 1x | 2x ->)
Rock -> Flying/Psychic -> Dragon/Grass (<- 1x | 2x ->)
Rock -> Flying/Psychic -> Fairy/Grass (<- 1x | 2x ->)
Rock -> Flying/Dragon -> Poison/Grass (<- 1x | 2x ->)
Rock -> Flying/Dragon -> Ghost/Grass (<- 1x | 2x ->)
Rock -> Flying/Dragon -> Psychic/Grass (<- 1x | 2x ->)
Rock -> Flying/Dragon -> Dark/Grass (<- 1x | 2x ->)
Rock -> Dark/Flying -> Poison/Grass (<- 1x | 2x ->)
Rock -> Dark/Flying -> Bug/Ground (<- 1x | 2x ->)
Rock -> Dark/Flying -> Ghost/Water (<- 1x | 2x ->)
Rock -> Dark/Flying -> Water/Grass (<- 1x | 2x ->)
Rock -> Dark/Flying -> Psychic/Water (<- 1x | 2x ->)
Rock -> Dark/Flying -> Dragon/Grass (<- 1x | 2x ->)
Rock -> Flying/Fairy -> Ghost/Grass (<- 1x | 2x ->)
Rock -> Flying/Fairy -> Water/Grass (<- 1x | 2x ->)
Rock -> Flying/Fairy -> Dragon/Water (<- 1x | 2x ->)
Rock -> Flying/Fairy -> Dark/Water (<- 1x | 2x ->)
Rock -> Flying/Fairy -> Psychic/Grass (<- 1x | 2x ->)
Rock -> Flying/Fairy -> Fairy/Grass (<- 1x | 2x ->)
Rock -> Bug/Poison -> Water/Grass (<- 1x | 2x ->)
Rock -> Bug/Poison -> Dark/Water (<- 1x | 2x ->)
Rock -> Bug/Poison -> Fairy/Water (<- 1x | 2x ->)
Rock -> Bug/Poison -> Electric/Grass (<- 1x | 2x ->)
Rock -> Bug/Poison -> Dragon/Grass (<- 1x | 2x ->)
Rock -> Poison/Fire -> Poison/Steel (<- 0.5x | 2x ->)
Rock -> Poison/Fire -> Steel/Fairy (<- 0.5x | 2x ->)
Rock -> Bug/Electric -> Poison/Water (<- 1x | 2x ->)
Rock -> Bug/Psychic -> Poison/Water (<- 1x | 2x ->)
Rock -> Electric/Ice -> Poison/Water (<- 1x | 2x ->)
Rock -> Ice/Psychic -> Poison/Water (<- 1x | 2x ->)
Rock -> Rock/Fire -> Poison/Grass (<- 1x | 2x ->)
Rock -> Bug/Psychic -> Poison/Grass (<- 1x | 2x ->)
Rock -> Ghost/Ice -> Poison/Grass (<- 1x | 2x ->)
Rock -> Electric/Fire -> Poison/Grass (<- 1x | 2x ->)
Rock -> Fire/Psychic -> Poison/Grass (<- 1x | 2x ->)
Rock -> Dragon/Fire -> Poison/Grass (<- 1x | 2x ->)
Rock -> Dark/Fire -> Poison/Grass (<- 1x | 2x ->)
Rock -> Electric/Ice -> Poison/Grass (<- 1x | 2x ->)
Rock -> Ice/Psychic -> Poison/Grass (<- 1x | 2x ->)
Rock -> Dragon/Ice -> Poison/Grass (<- 1x | 2x ->)
Rock -> Dark/Ice -> Poison/Grass (<- 1x | 2x ->)
Rock -> Poison/Ice -> Ghost/Grass (<- 1x | 2x ->)
Rock -> Poison/Ice -> Water/Grass (<- 1x | 2x ->)
Rock -> Poison/Ice -> Fairy/Water (<- 1x | 2x ->)
Rock -> Poison/Ice -> Electric/Grass (<- 1x | 2x ->)
Rock -> Poison/Ice -> Dark/Grass (<- 1x | 2x ->)
Rock -> Ghost/Ice -> Bug/Ground (<- 1x | 2x ->)
Rock -> Dragon/Ice -> Bug/Ground (<- 1x | 2x ->)
Rock -> Ice/Fairy -> Bug/Ground (<- 1x | 2x ->)
Rock -> Bug/Rock -> Electric/Grass (<- 1x | 2x ->)
Rock -> Bug/Rock -> Dragon/Grass (<- 1x | 2x ->)
Rock -> Rock/Fire -> Ghost/Grass (<- 1x | 2x ->)
Rock -> Rock/Fire -> Electric/Grass (<- 1x | 2x ->)
Rock -> Rock/Fire -> Psychic/Grass (<- 1x | 2x ->)
Rock -> Rock/Fire -> Dark/Grass (<- 1x | 2x ->)
Rock -> Rock/Fire -> Fairy/Grass (<- 1x | 2x ->)
Rock -> Bug/Ghost -> Water/Grass (<- 1x | 2x ->)
Rock -> Bug/Ghost -> Psychic/Water (<- 1x | 2x ->)
Rock -> Bug/Ghost -> Electric/Grass (<- 1x | 2x ->)
Rock -> Bug/Ghost -> Dragon/Grass (<- 1x | 2x ->)
Rock -> Bug/Grass -> Bug/Grass (<- 2x | 2x ->)
Rock -> Bug/Grass -> Ice/Water (<- 2x | 2x ->)
Rock -> Bug/Grass -> Ice/Grass (<- 2x | 2x ->)
Rock -> Bug/Electric -> Ghost/Water (<- 1x | 2x ->)
Rock -> Bug/Electric -> Water/Grass (<- 1x | 2x ->)
Rock -> Bug/Electric -> Psychic/Water (<- 1x | 2x ->)
Rock -> Bug/Electric -> Dark/Water (<- 1x | 2x ->)
Rock -> Bug/Electric -> Fairy/Water (<- 1x | 2x ->)
Rock -> Bug/Electric -> Dragon/Grass (<- 1x | 2x ->)
Rock -> Bug/Psychic -> Water/Grass (<- 1x | 2x ->)
Rock -> Bug/Psychic -> Psychic/Water (<- 1x | 2x ->)
Rock -> Bug/Psychic -> Electric/Grass (<- 1x | 2x ->)
Rock -> Bug/Psychic -> Dragon/Grass (<- 1x | 2x ->)
Rock -> Bug/Dragon -> Psychic/Water (<- 1x | 2x ->)
Rock -> Bug/Dragon -> Dark/Water (<- 1x | 2x ->)
Rock -> Bug/Dark -> Ghost/Water (<- 1x | 2x ->)
Rock -> Bug/Dark -> Water/Grass (<- 1x | 2x ->)
Rock -> Bug/Dark -> Psychic/Water (<- 1x | 2x ->)
Rock -> Bug/Dark -> Dark/Water (<- 1x | 2x ->)
Rock -> Bug/Dark -> Electric/Grass (<- 1x | 2x ->)
Rock -> Bug/Dark -> Dragon/Grass (<- 1x | 2x ->)
Rock -> Bug/Fairy -> Water/Grass (<- 1x | 2x ->)
Rock -> Bug/Fairy -> Psychic/Water (<- 1x | 2x ->)
Rock -> Bug/Fairy -> Dragon/Water (<- 1x | 2x ->)
Rock -> Bug/Fairy -> Dark/Water (<- 1x | 2x ->)
Rock -> Bug/Fairy -> Electric/Grass (<- 1x | 2x ->)
Rock -> Ghost/Fire -> Electric/Grass (<- 1x | 2x ->)
Rock -> Ghost/Fire -> Psychic/Grass (<- 1x | 2x ->)
Rock -> Electric/Ice -> Ghost/Water (<- 1x | 2x ->)
Rock -> Dark/Ice -> Ghost/Water (<- 1x | 2x ->)
Rock -> Electric/Fire -> Ghost/Grass (<- 1x | 2x ->)
Rock -> Dragon/Fire -> Ghost/Grass (<- 1x | 2x ->)
Rock -> Fire/Fairy -> Ghost/Grass (<- 1x | 2x ->)
Rock -> Electric/Ice -> Ghost/Grass (<- 1x | 2x ->)
Rock -> Dragon/Ice -> Ghost/Grass (<- 1x | 2x ->)
Rock -> Dark/Ice -> Ghost/Grass (<- 1x | 2x ->)
Rock -> Ice/Fairy -> Ghost/Grass (<- 1x | 2x ->)
Rock -> Ghost/Ice -> Psychic/Water (<- 1x | 2x ->)
Rock -> Ghost/Ice -> Electric/Grass (<- 1x | 2x ->)
Rock -> Ghost/Ice -> Psychic/Grass (<- 1x | 2x ->)
Rock -> Ghost/Ice -> Fairy/Grass (<- 1x | 2x ->)
Rock -> Electric/Fire -> Psychic/Grass (<- 1x | 2x ->)
Rock -> Electric/Fire -> Dark/Grass (<- 1x | 2x ->)
Rock -> Fire/Psychic -> Electric/Grass (<- 1x | 2x ->)
Rock -> Dragon/Fire -> Psychic/Grass (<- 1x | 2x ->)
Rock -> Dragon/Fire -> Dark/Grass (<- 1x | 2x ->)
Rock -> Dragon/Fire -> Fairy/Grass (<- 1x | 2x ->)
Rock -> Dark/Fire -> Electric/Grass (<- 1x | 2x ->)
Rock -> Dark/Fire -> Fairy/Grass (<- 1x | 2x ->)
Rock -> Fire/Fairy -> Electric/Grass (<- 1x | 2x ->)
Rock -> Fire/Fairy -> Psychic/Grass (<- 1x | 2x ->)
